Id,X,Y,Z,dX,dY,dZ,Bunny
4270,863.770522298355,-691.5531874635394,2177,400,400,400,Air
4271,1176.57766596871,-737.9395094646811,2077,200,200,200,Air
4272,1141.848030435324,-540.9779588622396,2077,200,200,200,Air
4273,1338.809581037765,-506.2483233288535,2077,200,200,200,Air
4274,1176.57766596871,-737.9395094646811,2277,200,200,200,Air
4275,1141.848030435324,-540.9779588622396,2277,200,200,200,Air
4276,1338.809581037765,-506.2483233288535,2277,200,200,200,Air
4277,1332.981237803888,-761.132670465252,2027,100,100,100,Air
4278,1431.462013105109,-743.7678526985588,2027,100,100,100,
4279,1315.616420037195,-662.6518951640312,2027,100,100,100,Air
4280,1414.097195338416,-645.2870773973381,2027,100,100,100,
4281,1332.981237803888,-761.132670465252,2127,100,100,100,Air
4282,1431.462013105109,-743.7678526985588,2127,100,100,100,
4283,1315.616420037195,-662.6518951640312,2127,100,100,100,Air
4284,1414.097195338416,-645.2870773973381,2127,100,100,100,
4285,1332.981237803888,-761.132670465252,2227,100,100,100,Air
4286,1431.462013105109,-743.7678526985588,2227,100,100,100,
4287,1315.616420037195,-662.6518951640312,2227,100,100,100,Air
4288,1414.097195338416,-645.2870773973381,2227,100,100,100,
4289,1332.981237803888,-761.132670465252,2327,100,100,100,Air
4290,1431.462013105109,-743.7678526985588,2327,100,100,100,
4291,1315.616420037195,-662.6518951640312,2327,100,100,100,Air
4292,1414.097195338416,-645.2870773973381,2327,100,100,100,
4293,-1650.343313532244,-830.231305727203,2077,200,200,200,Air
4294,-1685.07294906563,-633.2697551247613,2077,200,200,200,Air
4295,-1650.343313532244,-830.231305727203,2277,200,200,200,Air
4296,-1685.07294906563,-633.2697551247613,2277,200,200,200,Air
4297,-1493.939741697067,-853.4244667277737,2027,100,100,100,Air
4298,-1395.458966395846,-836.0596489610807,2027,100,100,100,Body
4299,-1511.30455946376,-754.9436914265531,2027,100,100,100,Air
4300,-1412.823784162539,-737.5788736598599,2027,100,100,100,Body
4301,-1493.939741697067,-853.4244667277737,2127,100,100,100,Air
4302,-1395.458966395846,-836.0596489610807,2127,100,100,100,Body
4303,-1511.30455946376,-754.9436914265531,2127,100,100,100,Air
4304,-1412.823784162539,-737.5788736598599,2127,100,100,100,Body
4305,-1528.669377230453,-656.4629161253322,2027,100,100,100,Air
4306,-1430.188601929232,-639.0980983586392,2027,100,100,100,Body
4307,-1546.034194997146,-557.9821408241114,2027,100,100,100,Air
4308,-1447.553419695925,-540.6173230574184,2027,100,100,100,Body
4309,-1528.669377230453,-656.4629161253322,2127,100,100,100,Air
4310,-1430.188601929232,-639.0980983586392,2127,100,100,100,Body
4311,-1546.034194997146,-557.9821408241114,2127,100,100,100,Air
4312,-1447.553419695925,-540.6173230574184,2127,100,100,100,Body
4313,-1493.939741697067,-853.4244667277737,2227,100,100,100,Air
4314,-1395.458966395846,-836.0596489610807,2227,100,100,100,Body
4315,-1511.30455946376,-754.9436914265531,2227,100,100,100,Air
4316,-1412.823784162539,-737.5788736598599,2227,100,100,100,Body
4317,-1493.939741697067,-853.4244667277737,2327,100,100,100,Air
4318,-1395.458966395846,-836.0596489610807,2327,100,100,100,Body
4319,-1511.30455946376,-754.9436914265531,2327,100,100,100,Body
4320,-1412.823784162539,-737.5788736598599,2327,100,100,100,Body
4321,-1528.669377230453,-656.4629161253322,2227,100,100,100,Air
4322,-1430.188601929232,-639.0980983586392,2227,100,100,100,Body
4323,-1546.034194997146,-557.9821408241114,2227,100,100,100,Body
4324,-1447.553419695925,-540.6173230574184,2227,100,100,100,Body
4325,-1528.669377230453,-656.4629161253322,2327,100,100,100,Body
4326,-1430.188601929232,-639.0980983586392,2327,100,100,100,Body
4327,-1546.034194997146,-557.9821408241114,2327,100,100,100,Body
4328,-1447.553419695925,-540.6173230574184,2327,100,100,100,Body
4329,-1059.45866172492,-726.0423991270447,2077,200,200,200,Air
4330,-1094.188297258306,-529.0808485246031,2077,200,200,200,Air
4331,-1059.45866172492,-726.0423991270447,2277,200,200,200,Air
4332,-1094.188297258306,-529.0808485246031,2277,200,200,200,Air
4333,-1296.978191094625,-818.6948311943877,2027,100,100,100,Air
4334,-1198.497415793404,-801.3300134276947,2027,100,100,100,Air
4335,-1314.343008861318,-720.2140558931669,2027,100,100,100,Body
4336,-1215.862233560097,-702.8492381264739,2027,100,100,100,Air
4337,-1296.978191094625,-818.6948311943877,2127,100,100,100,Body
4338,-1198.497415793404,-801.3300134276947,2127,100,100,100,Air
4339,-1314.343008861318,-720.2140558931669,2127,100,100,100,Body
4340,-1215.862233560097,-702.8492381264739,2127,100,100,100,Air
4341,-1331.707826628011,-621.733280591946,2027,100,100,100,Body
4342,-1233.22705132679,-604.368462825253,2027,100,100,100,Air
4343,-1349.072644394704,-523.2525052907253,2027,100,100,100,Body
4344,-1250.591869093483,-505.8876875240322,2027,100,100,100,Air
4345,-1331.707826628011,-621.733280591946,2127,100,100,100,Body
4346,-1233.22705132679,-604.368462825253,2127,100,100,100,Air
4347,-1349.072644394704,-523.2525052907253,2127,100,100,100,Body
4348,-1250.591869093483,-505.8876875240322,2127,100,100,100,Body
4349,-1296.978191094625,-818.6948311943877,2227,100,100,100,Body
4350,-1198.497415793404,-801.3300134276947,2227,100,100,100,Air
4351,-1314.343008861318,-720.2140558931669,2227,100,100,100,Body
4352,-1215.862233560097,-702.8492381264739,2227,100,100,100,Air
4353,-1296.978191094625,-818.6948311943877,2327,100,100,100,Body
4354,-1198.497415793404,-801.3300134276947,2327,100,100,100,Air
4355,-1314.343008861318,-720.2140558931669,2327,100,100,100,Body
4356,-1215.862233560097,-702.8492381264739,2327,100,100,100,Air
4357,-1331.707826628011,-621.733280591946,2227,100,100,100,Body
4358,-1233.22705132679,-604.368462825253,2227,100,100,100,Air
4359,-1349.072644394704,-523.2525052907253,2227,100,100,100,Body
4360,-1250.591869093483,-505.8876875240322,2227,100,100,100,Body
4361,-1331.707826628011,-621.733280591946,2327,100,100,100,Body
4362,-1233.22705132679,-604.368462825253,2327,100,100,100,Air
4363,-1349.072644394704,-523.2525052907253,2327,100,100,100,Body
4364,-1250.591869093483,-505.8876875240322,2327,100,100,100,Air
4365,-781.3811535879503,-575.4671705257449,2177,400,400,400,Air
4366,-468.5740099175946,-621.8534925268865,2077,200,200,200,Air
4367,-271.612459315153,-587.1238569935005,2077,200,200,200,Air
4368,-503.3036454509806,-424.8919419244448,2077,200,200,200,Air
4369,-306.3420948485391,-390.1623063910588,2077,200,200,200,Air
4370,-468.5740099175946,-621.8534925268865,2277,200,200,200,Air
4371,-271.612459315153,-587.1238569935005,2277,200,200,200,Air
4372,-503.3036454509806,-424.8919419244448,2277,200,200,200,Air
4373,-346.9000736158032,-448.0851029250157,2227,100,100,100,Air
4374,-248.4192983145824,-430.7202851583227,2227,100,100,100,Air
4375,-364.2648913824962,-349.6043276237949,2227,100,100,100,Air
4376,-265.7841160812754,-332.2395098571019,2227,100,100,100,Air
4377,-346.9000736158032,-448.0851029250157,2327,100,100,100,Air
4378,-248.4192983145824,-430.7202851583227,2327,100,100,100,Air
4379,-364.2648913824962,-349.6043276237949,2327,100,100,100,Body
4380,-265.7841160812754,-332.2395098571019,2327,100,100,100,Body
4381,6.465048821816254,-436.5486283922005,2177,400,400,400,Air
4382,400.3881500266993,-367.0893573254284,2177,400,400,400,Air
4383,794.3112512315829,-297.6300862586563,2177,400,400,400,Air
4384,1188.234352436466,-228.1708151918842,2177,400,400,400,Air
4385,-1719.802584599016,-436.3082045223198,2077,200,200,200,Air
4386,-1754.532220132403,-239.3466539198782,2077,200,200,200,Air
4387,-1719.802584599016,-436.3082045223198,2277,200,200,200,Air
4388,-1754.532220132403,-239.3466539198782,2277,200,200,200,Air
4389,-1557.570669529961,-204.6170183864922,2277,200,200,200,Air
4390,-1563.399012763839,-459.5013655228906,2027,100,100,100,Air
4391,-1464.918237462618,-442.1365477561976,2027,100,100,100,Body
4392,-1580.763830530532,-361.0205902216699,2027,100,100,100,Air
4393,-1482.283055229311,-343.6557724549768,2027,100,100,100,Body
4394,-1563.399012763839,-459.5013655228906,2127,100,100,100,Air
4395,-1464.918237462618,-442.1365477561976,2127,100,100,100,Body
4396,-1580.763830530532,-361.0205902216699,2127,100,100,100,Air
4397,-1482.283055229311,-343.6557724549768,2127,100,100,100,Body
4398,-1598.128648297225,-262.5398149204489,2027,100,100,100,Air
4399,-1499.647872996004,-245.1749971537558,2027,100,100,100,Body
4400,-1615.493466063918,-164.0590396192281,2027,100,100,100,Air
4401,-1517.012690762697,-146.6942218525351,2027,100,100,100,Body
4402,-1598.128648297225,-262.5398149204489,2127,100,100,100,Air
4403,-1499.647872996004,-245.1749971537558,2127,100,100,100,Body
4404,-1615.493466063918,-164.0590396192281,2127,100,100,100,Air
4405,-1517.012690762697,-146.6942218525351,2127,100,100,100,Body
4406,-1563.399012763839,-459.5013655228906,2227,100,100,100,Air
4407,-1464.918237462618,-442.1365477561976,2227,100,100,100,Body
4408,-1580.763830530532,-361.0205902216699,2227,100,100,100,Air
4409,-1482.283055229311,-343.6557724549768,2227,100,100,100,Body
4410,-1563.399012763839,-459.5013655228906,2327,100,100,100,Air
4411,-1464.918237462618,-442.1365477561976,2327,100,100,100,Body
4412,-1580.763830530532,-361.0205902216699,2327,100,100,100,Air
4413,-1482.283055229311,-343.6557724549768,2327,100,100,100,Air
4414,-1325.879483394133,-366.8489334555476,2077,200,200,200,Body
4415,-1128.917932791692,-332.1192979221615,2077,200,200,200,Air
4416,-1163.647568325078,-135.1577473197199,2077,200,200,200,Air
4417,-1128.917932791692,-332.1192979221615,2277,200,200,200,Air
4418,-1163.647568325078,-135.1577473197199,2277,200,200,200,Air
4419,-1401.167097694783,-227.8101793870628,2027,100,100,100,Body
4420,-1302.686322393562,-210.4453616203698,2027,100,100,100,Body
4421,-1418.531915461476,-129.329404085842,2027,100,100,100,Body
4422,-1320.051140160256,-111.964586319149,2027,100,100,100,Body
4423,-1401.167097694783,-227.8101793870628,2127,100,100,100,Body
4424,-1302.686322393562,-210.4453616203698,2127,100,100,100,Body
4425,-1418.531915461476,-129.329404085842,2127,100,100,100,Body
4426,-1320.051140160256,-111.964586319149,2127,100,100,100,Air
4427,-1366.437462161397,-424.7717299895045,2227,100,100,100,Body
4428,-1267.956686860176,-407.4069122228115,2227,100,100,100,Air
4429,-1383.80227992809,-326.2909546882837,2227,100,100,100,Body
4430,-1285.321504626869,-308.9261369215908,2227,100,100,100,Air
4431,-1366.437462161397,-424.7717299895045,2327,100,100,100,Air
4432,-1267.956686860176,-407.4069122228115,2327,100,100,100,Air
4433,-1383.80227992809,-326.2909546882837,2327,100,100,100,Air
4434,-1285.321504626869,-308.9261369215908,2327,100,100,100,Air
4435,-1401.167097694783,-227.8101793870628,2227,100,100,100,Body
4436,-1302.686322393562,-210.4453616203698,2227,100,100,100,Air
4437,-1418.531915461476,-129.329404085842,2227,100,100,100,Air
4438,-1320.051140160256,-111.964586319149,2227,100,100,100,Air
4439,-1401.167097694783,-227.8101793870628,2327,100,100,100,Air
4440,-1302.686322393562,-210.4453616203698,2327,100,100,100,Air
4441,-1418.531915461476,-129.329404085842,2327,100,100,100,Air
4442,-1320.051140160256,-111.964586319149,2327,100,100,100,Air
4443,-931.9563821892501,-297.3896623887754,2077,200,200,200,Air
4444,-931.9563821892501,-297.3896623887754,2277,200,200,200,Air
4445,-775.5528103540723,-320.5828233893462,2027,100,100,100,Air
4446,-677.0720350528516,-303.2180056226532,2027,100,100,100,Air
4447,-792.9176281207654,-222.1020480881255,2027,100,100,100,Air
4448,-694.4368528195446,-204.7372303214324,2027,100,100,100,Air
4449,-775.5528103540723,-320.5828233893462,2127,100,100,100,Air
4450,-677.0720350528516,-303.2180056226532,2127,100,100,100,Air
4451,-792.9176281207654,-222.1020480881255,2127,100,100,100,Air
4452,-694.4368528195446,-204.7372303214324,2127,100,100,100,Body
4453,-1007.2439964899,-158.3509083202907,2027,100,100,100,Air
4454,-908.7632211886794,-140.9860905535977,2027,100,100,100,Air
4455,-1024.608814256593,-59.87013301906995,2027,100,100,100,Body
4456,-926.1280389553724,-42.50531525237693,2027,100,100,100,Body
4457,-1007.2439964899,-158.3509083202907,2127,100,100,100,Air
4458,-908.7632211886794,-140.9860905535977,2127,100,100,100,Body
4459,-1024.608814256593,-59.87013301906995,2127,100,100,100,Body
4460,-926.1280389553724,-42.50531525237693,2127,100,100,100,Body
4461,-810.2824458874584,-123.6212727869047,2027,100,100,100,Body
4462,-711.8016705862376,-106.2564550202117,2027,100,100,100,Air
4463,-827.6472636541515,-25.14049748568391,2027,100,100,100,Body
4464,-729.1664883529307,-7.775679718990887,2027,100,100,100,Body
4465,-810.2824458874584,-123.6212727869047,2127,100,100,100,Body
4466,-711.8016705862376,-106.2564550202117,2127,100,100,100,Body
4467,-827.6472636541515,-25.14049748568391,2127,100,100,100,Body
4468,-729.1664883529307,-7.775679718990887,2127,100,100,100,Body
4469,-775.5528103540723,-320.5828233893462,2227,100,100,100,Air
4470,-677.0720350528516,-303.2180056226532,2227,100,100,100,Air
4471,-792.9176281207654,-222.1020480881255,2227,100,100,100,Body
4472,-694.4368528195446,-204.7372303214324,2227,100,100,100,Body
4473,-775.5528103540723,-320.5828233893462,2327,100,100,100,Air
4474,-677.0720350528516,-303.2180056226532,2327,100,100,100,Body
4475,-792.9176281207654,-222.1020480881255,2327,100,100,100,Body
4476,-694.4368528195446,-204.7372303214324,2327,100,100,100,Body
4477,-1007.2439964899,-158.3509083202907,2227,100,100,100,Air
4478,-908.7632211886794,-140.9860905535977,2227,100,100,100,Body
4479,-1024.608814256593,-59.87013301906995,2227,100,100,100,Body
4480,-926.1280389553724,-42.50531525237693,2227,100,100,100,Body
4481,-1007.2439964899,-158.3509083202907,2327,100,100,100,Air
4482,-908.7632211886794,-140.9860905535977,2327,100,100,100,Body
4483,-1024.608814256593,-59.87013301906995,2327,100,100,100,Air
4484,-926.1280389553724,-42.50531525237693,2327,100,100,100,Body
4485,-810.2824458874584,-123.6212727869047,2227,100,100,100,Body
4486,-711.8016705862376,-106.2564550202117,2227,100,100,100,Body
4487,-827.6472636541515,-25.14049748568391,2227,100,100,100,Body
4488,-729.1664883529307,-7.775679718990887,2227,100,100,100,Body
4489,-810.2824458874584,-123.6212727869047,2327,100,100,100,Body
4490,-711.8016705862376,-106.2564550202117,2327,100,100,100,Body
4491,-827.6472636541515,-25.14049748568391,2327,100,100,100,Body
4492,-729.1664883529307,-7.775679718990887,2327,100,100,100,Air
4493,-341.0717303819254,-193.2007557886172,2077,200,200,200,Air
4494,-375.8013659153114,3.760794813824305,2077,200,200,200,Air
4495,-375.8013659153114,3.760794813824305,2277,200,200,200,Air
4496,-578.5912597516308,-285.8531878559602,2027,100,100,100,Air
4497,-480.11048445041,-268.4883700892672,2027,100,100,100,Air
4498,-595.9560775183238,-187.3724125547394,2027,100,100,100,Air
4499,-497.475302217103,-170.0075947880464,2027,100,100,100,Air
4500,-578.5912597516308,-285.8531878559602,2127,100,100,100,Air
4501,-480.11048445041,-268.4883700892672,2127,100,100,100,Air
4502,-595.9560775183238,-187.3724125547394,2127,100,100,100,Body
4503,-497.475302217103,-170.0075947880464,2127,100,100,100,Air
4504,-613.3208952850168,-88.89163725351864,2027,100,100,100,Air
4505,-514.8401199837961,-71.52681948682539,2027,100,100,100,Air
4506,-630.6857130517099,9.589138047702136,2027,100,100,100,Air
4507,-532.2049377504891,26.95395581439516,2027,100,100,100,Air
4508,-613.3208952850168,-88.89163725351864,2127,100,100,100,Body
4509,-514.8401199837961,-71.52681948682539,2127,100,100,100,Body
4510,-630.6857130517099,9.589138047702136,2127,100,100,100,Body
4511,-532.2049377504891,26.95395581439516,2127,100,100,100,Air
4512,-578.5912597516308,-285.8531878559602,2227,100,100,100,Body
4513,-480.11048445041,-268.4883700892672,2227,100,100,100,Body
4514,-595.9560775183238,-187.3724125547394,2227,100,100,100,Body
4515,-497.475302217103,-170.0075947880464,2227,100,100,100,Body
4516,-578.5912597516308,-285.8531878559602,2327,100,100,100,Body
4517,-480.11048445041,-268.4883700892672,2327,100,100,100,Body
4518,-595.9560775183238,-187.3724125547394,2327,100,100,100,Body
4519,-497.475302217103,-170.0075947880464,2327,100,100,100,Air
4520,-381.6297091491892,-251.1235523225741,2227,100,100,100,Body
4521,-283.1489338479685,-233.7587345558811,2227,100,100,100,Air
4522,-398.9945269158823,-152.6427770213534,2227,100,100,100,Body
4523,-300.5137516146615,-135.2779592546603,2227,100,100,100,Air
4524,-381.6297091491892,-251.1235523225741,2327,100,100,100,Body
4525,-283.1489338479685,-233.7587345558811,2327,100,100,100,Air
4526,-398.9945269158823,-152.6427770213534,2327,100,100,100,Air
4527,-300.5137516146615,-135.2779592546603,2327,100,100,100,Air
4528,-613.3208952850168,-88.89163725351864,2227,100,100,100,Body
4529,-514.8401199837961,-71.52681948682539,2227,100,100,100,Body
4530,-630.6857130517099,9.589138047702136,2227,100,100,100,Air
4531,-532.2049377504891,26.95395581439516,2227,100,100,100,Air
4532,-613.3208952850168,-88.89163725351864,2327,100,100,100,Air
4533,-514.8401199837961,-71.52681948682539,2327,100,100,100,Air
4534,-630.6857130517099,9.589138047702136,2327,100,100,100,Air
4535,-532.2049377504891,26.95395581439516,2327,100,100,100,Air
4536,-62.99422224495606,-42.6255271873174,2177,400,400,400,Air
4537,330.928878959927,26.83374387945469,2177,400,400,400,Air
4538,724.8519801648108,96.293014946227,2177,400,400,400,Air
4539,1118.775081369694,165.7522860129991,2177,400,400,400,Air
4540,-1789.261855665789,-42.38510331743646,2077,200,200,200,Air
4541,-1823.991491199175,154.5764472850051,2077,200,200,200,Air
4542,-1789.261855665789,-42.38510331743646,2277,200,200,200,Air
4543,-1592.300305063347,-7.655467784050416,2277,200,200,200,Air
4544,-1823.991491199175,154.5764472850051,2277,200,200,200,Air
4545,-1627.029940596733,189.3060828183911,2277,200,200,200,Air
4546,-1632.858283830611,-65.57826431800731,2027,100,100,100,Air
4547,-1534.37750852939,-48.21344655131429,2027,100,100,100,Body
4548,-1650.223101597304,32.90251098321346,2027,100,100,100,Air
4549,-1551.742326296083,50.26732874990648,2027,100,100,100,Body
4550,-1632.858283830611,-65.57826431800731,2127,100,100,100,Air
4551,-1534.37750852939,-48.21344655131429,2127,100,100,100,Air
4552,-1650.223101597304,32.90251098321346,2127,100,100,100,Air
4553,-1551.742326296083,50.26732874990648,2127,100,100,100,Air
4554,-1667.587919363997,131.3832862844342,2027,100,100,100,Body
4555,-1569.107144062776,148.7481040511273,2027,100,100,100,Body
4556,-1684.95273713069,229.864061585655,2027,100,100,100,Body
4557,-1586.471961829469,247.228879352348,2027,100,100,100,Body
4558,-1667.587919363997,131.3832862844342,2127,100,100,100,Air
4559,-1569.107144062776,148.7481040511273,2127,100,100,100,Air
4560,-1684.95273713069,229.864061585655,2127,100,100,100,Air
4561,-1586.471961829469,247.228879352348,2127,100,100,100,Air
4562,-1395.338754460905,27.07416774933563,2277,200,200,200,Air
4563,-1198.377203858464,61.80380328272167,2277,200,200,200,Air
4564,-1430.068389994291,224.0357183517772,2277,200,200,200,Air
4565,-1233.10683939185,258.7653538851632,2277,200,200,200,Air
4566,-1435.896733228169,-30.84862878462127,2027,100,100,100,Body
4567,-1337.415957926949,-13.48381101792825,2027,100,100,100,Body
4568,-1453.261550994862,67.63214651659951,2027,100,100,100,Body
4569,-1354.780775693642,84.99696428329253,2027,100,100,100,Body
4570,-1435.896733228169,-30.84862878462127,2127,100,100,100,Body
4571,-1337.415957926949,-13.48381101792825,2127,100,100,100,Air
4572,-1453.261550994862,67.63214651659951,2127,100,100,100,Air
4573,-1354.780775693642,84.99696428329253,2127,100,100,100,Air
4574,-1238.935182625728,3.881006748764776,2027,100,100,100,Body
4575,-1140.454407324507,21.2458245154578,2027,100,100,100,Body
4576,-1256.300000392421,102.3617820499855,2027,100,100,100,Body
4577,-1157.8192250912,119.7265998166786,2027,100,100,100,Body
4578,-1238.935182625728,3.881006748764776,2127,100,100,100,Air
4579,-1140.454407324507,21.2458245154578,2127,100,100,100,Body
4580,-1256.300000392421,102.3617820499855,2127,100,100,100,Air
4581,-1157.8192250912,119.7265998166786,2127,100,100,100,Body
4582,-1470.626368761556,166.1129218178203,2027,100,100,100,Body
4583,-1372.145593460335,183.4777395845133,2027,100,100,100,Body
4584,-1487.991186528248,264.5936971190411,2027,100,100,100,Body
4585,-1389.510411227028,281.9585148857341,2027,100,100,100,Body
4586,-1470.626368761556,166.1129218178203,2127,100,100,100,Air
4587,-1372.145593460335,183.4777395845133,2127,100,100,100,Air
4588,-1487.991186528248,264.5936971190411,2127,100,100,100,Air
4589,-1389.510411227028,281.9585148857341,2127,100,100,100,Air
4590,-1273.664818159114,200.8425573512063,2027,100,100,100,Body
4591,-1175.184042857893,218.2073751178993,2027,100,100,100,Body
4592,-1291.029635925807,299.3233326524271,2027,100,100,100,Body
4593,-1192.548860624586,316.6881504191201,2027,100,100,100,Body
4594,-1273.664818159114,200.8425573512063,2127,100,100,100,Air
4595,-1175.184042857893,218.2073751178993,2127,100,100,100,Air
4596,-1291.029635925807,299.3233326524271,2127,100,100,100,Air
4597,-1192.548860624586,316.6881504191201,2127,100,100,100,Air
4598,-1001.415653256022,96.53343881610795,2077,200,200,200,Body
4599,-839.1837381869668,328.2246249519355,2077,200,200,200,Air
4600,-1036.145288789408,293.4949894185495,2277,200,200,200,Air
4601,-839.1837381869668,328.2246249519355,2277,200,200,200,Air
4602,-845.0120814208445,73.34027781553687,2027,100,100,100,Body
4603,-746.5313061196238,90.70509558222989,2027,100,100,100,Air
4604,-862.3768991875376,171.8210531167576,2027,100,100,100,Air
4605,-763.8961238863168,189.1858708834507,2027,100,100,100,Air
4606,-845.0120814208445,73.34027781553687,2127,100,100,100,Body
4607,-746.5313061196238,90.70509558222989,2127,100,100,100,Air
4608,-862.3768991875376,171.8210531167576,2127,100,100,100,Air
4609,-763.8961238863168,189.1858708834507,2127,100,100,100,Air
4610,-1076.703267556672,235.5721928845924,2027,100,100,100,Body
4611,-978.2224922554515,252.9370106512854,2027,100,100,100,Air
4612,-1094.068085323365,334.0529681858131,2027,100,100,100,Body
4613,-995.5873100221445,351.4177859525062,2027,100,100,100,Air
4614,-1076.703267556672,235.5721928845924,2127,100,100,100,Air
4615,-978.2224922554515,252.9370106512854,2127,100,100,100,Air
4616,-1094.068085323365,334.0529681858131,2127,100,100,100,Air
4617,-995.5873100221445,351.4177859525062,2127,100,100,100,Air
4618,-1041.973632023286,38.61064228215082,2227,100,100,100,Body
4619,-943.4928567220654,55.97546004884384,2227,100,100,100,Body
4620,-1059.338449789979,137.0914175833716,2227,100,100,100,Air
4621,-960.8576744887584,154.4562353500646,2227,100,100,100,Air
4622,-1041.973632023286,38.61064228215082,2327,100,100,100,Air
4623,-943.4928567220654,55.97546004884384,2327,100,100,100,Body
4624,-1059.338449789979,137.0914175833716,2327,100,100,100,Air
4625,-960.8576744887584,154.4562353500646,2327,100,100,100,Air
4626,-845.0120814208445,73.34027781553687,2227,100,100,100,Body
4627,-746.5313061196238,90.70509558222989,2227,100,100,100,Air
4628,-862.3768991875376,171.8210531167576,2227,100,100,100,Air
4629,-763.8961238863168,189.1858708834507,2227,100,100,100,Air
4630,-845.0120814208445,73.34027781553687,2327,100,100,100,Body
4631,-746.5313061196238,90.70509558222989,2327,100,100,100,Air
4632,-862.3768991875376,171.8210531167576,2327,100,100,100,Air
4633,-763.8961238863168,189.1858708834507,2327,100,100,100,Air
4634,-526.3765945166112,281.8383029507938,2177,400,400,400,Air
4635,-132.4534933117282,351.2975740175659,2177,400,400,400,Air
4636,261.4696078931549,420.7568450843382,2177,400,400,400,Air
4637,655.3927090980387,490.2161161511103,2177,400,400,400,Air
4638,1049.315810302922,559.6753872178824,2177,400,400,400,Air
4639,-1858.721126732561,351.5379978874466,2077,200,200,200,Air
4640,-1893.450762265947,548.4995484898882,2077,200,200,200,Air
4641,-1858.721126732561,351.5379978874466,2277,200,200,200,Air
4642,-1661.759576130119,386.2676334208327,2277,200,200,200,Air
4643,-1893.450762265947,548.4995484898882,2277,200,200,200,Air
4644,-1696.489211663505,583.2291840232742,2277,200,200,200,Air
4645,-1702.317554897383,328.344836886876,2027,100,100,100,Body
4646,-1603.836779596162,345.709654653569,2027,100,100,100,Body
4647,-1719.682372664076,426.8256121880968,2027,100,100,100,Body
4648,-1621.201597362855,444.1904299547898,2027,100,100,100,Body
4649,-1702.317554897383,328.344836886876,2127,100,100,100,Air
4650,-1603.836779596162,345.709654653569,2127,100,100,100,Air
4651,-1719.682372664076,426.8256121880968,2127,100,100,100,Air
4652,-1621.201597362855,444.1904299547898,2127,100,100,100,Air
4653,-1737.047190430769,525.3063874893176,2027,100,100,100,Air
4654,-1638.566415129548,542.6712052560106,2027,100,100,100,Body
4655,-1754.412008197462,623.7871627905383,2027,100,100,100,Air
4656,-1655.931232896241,641.1519805572314,2027,100,100,100,Air
4657,-1737.047190430769,525.3063874893176,2127,100,100,100,Air
4658,-1638.566415129548,542.6712052560106,2127,100,100,100,Air
4659,-1754.412008197462,623.7871627905383,2127,100,100,100,Air
4660,-1655.931232896241,641.1519805572314,2127,100,100,100,Air
4661,-1464.798025527678,420.9972689542187,2277,200,200,200,Air
4662,-1267.836474925236,455.7269044876048,2277,200,200,200,Air
4663,-1499.527661061064,617.9588195566603,2277,200,200,200,Air
4664,-1302.566110458622,652.6884550900463,2277,200,200,200,Air
4665,-1505.356004294942,363.0744724202621,2027,100,100,100,Body
4666,-1406.875228993721,380.4392901869551,2027,100,100,100,Body
4667,-1522.720822061635,461.5552477214828,2027,100,100,100,Body
4668,-1424.240046760414,478.9200654881759,2027,100,100,100,Body
4669,-1505.356004294942,363.0744724202621,2127,100,100,100,Air
4670,-1406.875228993721,380.4392901869551,2127,100,100,100,Body
4671,-1522.720822061635,461.5552477214828,2127,100,100,100,Air
4672,-1424.240046760414,478.9200654881759,2127,100,100,100,Air
4673,-1308.3944536925,397.8041079536481,2027,100,100,100,Body
4674,-1209.913678391279,415.1689257203411,2027,100,100,100,Body
4675,-1325.759271459193,496.2848832548689,2027,100,100,100,Body
4676,-1227.278496157972,513.6497010215619,2027,100,100,100,Body
4677,-1308.3944536925,397.8041079536481,2127,100,100,100,Air
4678,-1209.913678391279,415.1689257203411,2127,100,100,100,Air
4679,-1325.759271459193,496.2848832548689,2127,100,100,100,Air
4680,-1227.278496157972,513.6497010215619,2127,100,100,100,Air
4681,-1540.085639828328,560.0360230227036,2027,100,100,100,Body
4682,-1441.604864527107,577.4008407893966,2027,100,100,100,Body
4683,-1557.450457595021,658.5167983239244,2027,100,100,100,Body
4684,-1458.9696822938,675.8816160906174,2027,100,100,100,Body
4685,-1540.085639828328,560.0360230227036,2127,100,100,100,Air
4686,-1441.604864527107,577.4008407893966,2127,100,100,100,Air
4687,-1557.450457595021,658.5167983239244,2127,100,100,100,Air
4688,-1458.9696822938,675.8816160906174,2127,100,100,100,Air
4689,-1343.124089225886,594.7656585560896,2027,100,100,100,Body
4690,-1244.643313924665,612.1304763227827,2027,100,100,100,Body
4691,-1360.488906992579,693.2464338573104,2027,100,100,100,Body
4692,-1262.008131691358,710.6112516240037,2027,100,100,100,Body
4693,-1343.124089225886,594.7656585560896,2127,100,100,100,Air
4694,-1244.643313924665,612.1304763227827,2127,100,100,100,Air
4695,-1360.488906992579,693.2464338573104,2127,100,100,100,Air
4696,-1262.008131691358,710.6112516240037,2127,100,100,100,Air
4697,-873.9133737203529,525.1861755543771,2077,200,200,200,Air
4698,-908.6430092537389,722.1477261568184,2077,200,200,200,Air
4699,-1070.874924322794,490.456540020991,2277,200,200,200,Air
4700,-873.9133737203529,525.1861755543771,2277,200,200,200,Air
